Amount needs to be greater than 0.#Betrag muss gr&ouml;sser 0 sein.
Unknown currency.#Unbekannte W&auml;hrung!
Usage is mandatory.#Zweck muss eingetragen sein.
TXN ID is mandatory.#TXN ID muss eingetragen sein.
Booking {SHORTID} was successfull.#Buchung {SHORTID} war erfolgreich.
Booking failed.#Buchung fehlgeschlagen.
Message#Meldung
Are you sure ?#Sind Sie sicher ?
Name#Name
Address#Adresse
EMail#EMail
Amount#Betrag
Actions#Aktionen
Descriptor#Buchungstext
Date#Datum
Refund#Gutschrift
Rebill#Nachbuchung
Capture#Einzug
Reservation#Reservierung
Debit#Buchung
Reversal#R&uuml;ckbuchung
Amount#Betrag
Usage#Verw.Zweck
TXN-ID#TXN-ID
Comment#Kommentar
Send#Senden
Brand#Marke
Code#Code
Expiry#Ablauf
Holder#Inhaber
Meth#Methode
Mode#Modus
Number#Nummer
Reference ID#Referenz ID
Result#Ergebnis
Short ID#Short ID
SHORT-ID#SHORT-ID
Source#Quelle
Status#Status
Transaction ID#Transaktion ID
Type#Typ
Unique ID#Unique ID
Account Number#Kontonummer
Bankcode#Bankleitzahl
Account Country#Bankland
Bankname#Bankname
Search#Suchen
Action#Aktion
Open PA#Offene PA
Menu#Men&uuml;
Alert!#Hinweis!
Reason#Grund
Reload#Neu laden
Choose#W&auml;hlen
All in once#Alles in Eins
Pay in rates#Ratenzahlung
Subscription#Abonnement
Duration#Laufzeit
Payment#Zahlung
every#jede
Initial Payment#Anfangszahlung
Price#Preis
plus Fee#zzgl. Geb&uuml;hr
minus Fee#abgl. Rabatt
percent#%
euro#&euro;
day#Tag(e)
week#Woche(n)
month#Monat(e)
year#Jahr(e)
Total amount#Gesamtpreis
The total amount will be booked in one single step.#Der Gesamtbetrag wird in einem Schritt gebucht.
Deschedule#Abo stornieren
Schedule#Abo starten
Pay with deposit#Anzahlung
Final Payment#Restzahlung
in#in
Settings#Einstellungen
Rhythm#Rythmus
Fee / Discount#Geb&uuml;hr / Rabatt
abo#Abonnement
rate#Ratenzahlung
deposit#Anzahlung
enable#aktivieren
Please choose your Channel#Bitte w&auml;hlen Sie Ihren Kanal
Settings for#Einstellungen f&uuml;r
Save#Speichern
New entry#Neuer Eintrag
Sort.#Reihen-<br>folge
Del.#L&ouml;sch.
m/d/Y#d.m.Y
Date#Datum
Setting have been saved successful.#Einstellungen wurden erfolgreich gespeichert.
Payment target#Zahlungsziel
Min.#Min.
Max.#Max.
